project_name,_id,name,subject_id,golden_mouse,genotype,date_of_birth,sex,modality,session_date,age,session_time,column,volume
V1 Deep Dive,9b23a475-282b-458b-a958-d19f9f8e346a,416296_2018-12-05_13-02-39_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-05,121,13:02:39.575900,5,5
V1 Deep Dive,81e6dbeb-9590-44ee-a27b-fac1505986a1,427836_2019-04-15_12-26-38_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-15,189,12:26:38.079460,1,5
V1 Deep Dive,e34038a9-f3d9-49b4-b59e-e3fdd0304fb8,427836_2019-02-19_15-16-54_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-02-19,134,15:16:54.173730,1,1
V1 Deep Dive,9ae278ce-0ded-41db-96f2-5301fde56e6c,427836_2019-02-20_13-54-22_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-02-20,135,13:54:22.282920,1,2
V1 Deep Dive,09cec490-d135-483c-9d08-c7cae74a021c,427836_2019-04-16_14-31-12_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-16,190,14:31:12.876370,3,1
V1 Deep Dive,7cca4d61-98c8-49f0-9a5d-e20e04d497bf,427836_2019-02-20_15-19-38_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-02-20,135,15:19:38.470320,1,3
V1 Deep Dive,714cdc0d-9335-4593-bbe4-bfd809068b81,427836_2019-04-16_15-58-17_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-16,190,15:58:17.756860,3,2
V1 Deep Dive,b5507fcd-2cf0-44ee-b1eb-f58afdbc179f,427836_2019-03-21_12-30-14_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-03-21,164,12:30:14.786380,1,4
V1 Deep Dive,3f64ed96-9288-4aae-b177-6c2860c63339,427836_2019-04-15_13-59-10_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-15,189,13:59:10.329630,2,1
V1 Deep Dive,8e55ad6c-83d7-43c0-810e-f6a0f07fbf7d,427836_2019-04-17_13-08-38_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-17,191,13:08:38.689270,4,1
V1 Deep Dive,21826a2c-890d-4637-8ebe-2b3082cf1ae2,427836_2019-04-17_14-40-45_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-17,191,14:40:45.546830,4,2
V1 Deep Dive,891e1bfb-ad02-419a-b4dc-5b6cc649a767,427836_2019-04-18_13-14-46_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-18,192,13:14:46.884560,5,2
V1 Deep Dive,812ab36a-5dce-4f29-a01a-4778e7c9fcfc,427836_2019-04-18_11-48-17_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-18,192,11:48:17.399500,5,1
V1 Deep Dive,634bf4d8-70ae-42a7-a9ad-9545ea364724,427836_2019-04-23_14-29-17_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-23,197,14:29:17.154970,3,4
V1 Deep Dive,f45dd369-864d-4fe3-b194-e8177d42eac5,427836_2019-04-22_12-36-06_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-22,196,12:36:06.598670,2,2
V1 Deep Dive,706d826b-5480-4098-a543-1e7571c03e93,427836_2019-04-22_14-06-13_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-22,196,14:06:13.779820,2,3
V1 Deep Dive,9463b019-e17e-42e6-a2af-a6291cbb8480,427836_2019-04-23_13-02-41_nwb_2025-08-08_16-27-18,427836,False,Slc17a7-IRES2-Cre/wt;Camk2a-tTA/wt;Ai94(TITL-GCaMP6s)/wt,2018-10-08,Female,"['Planar optical physiology', 'Behavior videos']",2019-04-23,197,13:02:41.258130,3,3
V1 Deep Dive,478adbc6-f148-4d6f-995d-ec8504fa7311,416296_2018-11-30_14-41-49_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-11-30,116,14:41:49.316520,4,2
V1 Deep Dive,24bdecf3-c8cd-4f00-a951-4427c10017ec,416296_2018-12-03_11-11-50_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-03,119,11:11:50.005770,4,3
V1 Deep Dive,52b95969-9c9d-4eab-bbec-8e4c5a0f078d,416296_2018-12-04_13-45-25_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-04,120,13:45:25.427340,5,3
V1 Deep Dive,08164a2c-f0e6-4e48-853d-7fcda83dafab,416296_2018-12-05_11-31-44_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-05,121,11:31:44.290780,5,4
V1 Deep Dive,1f103471-2fc0-4423-b77f-989d43ee3be6,416296_2018-12-07_13-19-39_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-07,123,13:19:39.881600,4,5
V1 Deep Dive,392c2437-babc-4aec-b13c-11b5f449d799,416296_2018-11-30_13-10-57_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-11-30,116,13:10:57.408410,3,5
V1 Deep Dive,335d16f3-5f40-4bfc-9399-9f8b5ff94639,416296_2018-12-10_12-22-21_nwb_2025-08-08_16-27-42,416296,False,Camk2a-tTA/wt;tetO-GCaMP6s/wt,2018-08-06,Female,"['Planar optical physiology', 'Behavior videos']",2018-12-10,126,12:22:21.985070,1,3
